,case_id,activity,timestamp,date,resource,group,ct,at,tt,case_start,case_end,case_duration_days
6224,1-717275094,Queued-Awaiting Assignment,2012-04-13 00:17:17,2012-04-13,Gitt,Org line C,Medium impact,,Fri,2012-04-13 00:12:45,2012-04-14 00:15:05,1
5859,1-700498223,Accepted-In Progress,2012-04-13 17:22:17,2012-04-13,Linda,Org line A2,Medium impact,,Fri,2012-03-21 23:35:02,2012-04-25 23:54:28,35
5860,1-700498223,Accepted-Assigned,2012-04-13 17:23:09,2012-04-13,Mikael,Org line A2,Medium impact,,Fri,2012-03-21 23:35:02,2012-04-25 23:54:28,35
6144,1-709663551,Accepted-In Progress,2012-04-13 17:30:26,2012-04-13,Patricia,Org line A2,Medium impact,,Fri,2012-04-05 23:34:11,2012-04-13 18:24:04,7
6145,1-709663551,Accepted-In Progress,2012-04-13 17:31:01,2012-04-13,Patricia,Org line A2,Medium impact,,Fri,2012-04-05 23:34:11,2012-04-13 18:24:04,7
6146,1-709663551,Accepted-In Progress,2012-04-13 18:14:50,2012-04-13,Patricia,Org line A2,Medium impact,,Fri,2012-04-05 23:34:11,2012-04-13 18:24:04,7
6147,1-709663551,Queued-Awaiting Assignment,2012-04-13 18:15:29,2012-04-13,Patricia,Org line C,Medium impact,,Fri,2012-04-05 23:34:11,2012-04-13 18:24:04,7
6148,1-709663551,Accepted-Assigned,2012-04-13 18:15:56,2012-04-13,Mariusz,Org line C,Medium impact,,Fri,2012-04-05 23:34:11,2012-04-13 18:24:04,7
1838,1-519065883,Completed-Closed,2012-04-13 18:18:02,2012-04-13,Linda,Org line A2,Low impact,,Fri,2011-04-20 22:17:23,2012-04-13 18:18:02,358
6149,1-709663551,Accepted-In Progress,2012-04-13 18:23:18,2012-04-13,Mariusz,Org line C,Medium impact,,Fri,2012-04-05 23:34:11,2012-04-13 18:24:04,7
6150,1-709663551,Completed-Closed,2012-04-13 18:24:04,2012-04-13,Mariusz,Org line C,Medium impact,,Fri,2012-04-05 23:34:11,2012-04-13 18:24:04,7
6200,1-715703591,Completed-Closed,2012-04-13 18:28:58,2012-04-13,Mariusz,Org line C,Medium impact,,Fri,2012-04-10 23:00:58,2012-04-13 18:28:58,2
6195,1-715660478,Accepted-In Progress,2012-04-13 18:32:19,2012-04-13,Martin,Org line C,Major impact,,Fri,2012-04-10 22:13:57,2012-04-23 22:37:54,13
3488,1-605184371,Completed-Closed,2012-04-13 19:10:39,2012-04-13,Bartosz,Org line A2,Medium impact,,Fri,2011-11-09 20:41:22,2012-04-13 19:10:39,155
4626,1-650241321,Completed-Closed,2012-04-13 19:36:39,2012-04-13,Marcin,Org line A2,Medium impact,,Fri,2012-01-23 23:39:44,2012-04-13 19:36:39,80
6232,1-717838591,Accepted-In Progress,2012-04-13 20:19:48,2012-04-13,Mariusz,Org line A2,Medium impact,,Fri,2012-04-13 20:19:48,2012-05-31 19:10:27,47
6230,1-717801169,Accepted-In Progress,2012-04-13 20:30:07,2012-04-13,Ewa,Org line G3,High impact,,Fri,2012-04-13 20:30:07,2012-04-13 20:32:34,0
6231,1-717801169,Completed-Closed,2012-04-13 20:32:34,2012-04-13,Ewa,Org line G3,High impact,,Fri,2012-04-13 20:30:07,2012-04-13 20:32:34,0
905,1-396569277,Completed-Closed,2012-04-13 20:44:53,2012-04-13,Ewa,Org line G3,Medium impact,,Fri,2010-08-30 23:35:45,2012-04-13 20:44:53,591
139,1-332389008,Completed-Closed,2012-04-13 21:41:36,2012-04-13,Ingela,Org line V2,Medium impact,,Fri,2009-11-10 01:38:14,2012-04-13 21:41:36,885
2031,1-528251011,Completed-Closed,2012-04-13 21:45:24,2012-04-13,Lennart,Org line V2,Medium impact,,Fri,2011-05-24 19:28:27,2012-04-13 21:45:24,325
6227,1-717713590,Accepted-In Progress,2012-04-13 22:02:00,2012-04-13,Anders,Org line C,Medium impact,,Fri,2012-04-13 22:02:00,2012-05-21 20:37:30,37
6236,1-718031374,Accepted-In Progress,2012-04-14 00:09:26,2012-04-14,James,Org line V11,Medium impact,,Sat,2012-04-14 00:09:26,2012-04-24 23:36:59,10
6221,1-717222893,Accepted-In Progress,2012-04-14 00:10:52,2012-04-14,Alexander,Org line C,Medium impact,,Sat,2012-04-12 23:35:00,2012-04-14 00:13:44,1
6225,1-717275094,Accepted-In Progress,2012-04-14 00:11:01,2012-04-14,Alexander,Org line C,Medium impact,,Sat,2012-04-13 00:12:45,2012-04-14 00:15:05,1
6234,1-717852570,Accepted-In Progress,2012-04-14 00:11:31,2012-04-14,Ewa,Org line G3,High impact,,Sat,2012-04-14 00:11:31,2012-04-14 00:12:14,0
6235,1-717852570,Completed-Closed,2012-04-14 00:12:14,2012-04-14,Ewa,Org line G3,High impact,,Sat,2012-04-14 00:11:31,2012-04-14 00:12:14,0
6222,1-717222893,Completed-Closed,2012-04-14 00:13:44,2012-04-14,Alexander,Org line C,Medium impact,,Sat,2012-04-12 23:35:00,2012-04-14 00:13:44,1
6226,1-717275094,Completed-Closed,2012-04-14 00:15:05,2012-04-14,Alexander,Org line C,Medium impact,,Sat,2012-04-13 00:12:45,2012-04-14 00:15:05,1
5956,1-703190797,Accepted-In Progress,2012-04-14 00:25:14,2012-04-14,Joakim,Org line C,Medium impact,,Sat,2012-03-27 21:16:57,2012-04-14 00:43:51,17
5774,1-698293715,Completed-Closed,2012-04-14 00:33:52,2012-04-14,Per-Olof,Org line C,Medium impact,,Sat,2012-03-16 18:22:37,2012-04-14 00:33:52,28
5957,1-703190797,Completed-Closed,2012-04-14 00:43:51,2012-04-14,Joakim,Org line C,Medium impact,,Sat,2012-03-27 21:16:57,2012-04-14 00:43:51,17
6242,1-718132104,Accepted-In Progress,2012-04-14 01:58:57,2012-04-14,Murali,Org line B,Medium impact,,Sat,2012-04-14 01:58:57,2012-04-19 20:58:02,5
6239,1-718056641,Queued-Awaiting Assignment,2012-04-14 02:20:12,2012-04-14,Robert,Org line C,High impact,,Sat,2012-04-14 02:20:12,2012-05-12 06:00:27,28
6240,1-718056641,Accepted-Assigned,2012-04-14 05:09:17,2012-04-14,Christy,Org line C,High impact,,Sat,2012-04-14 02:20:12,2012-05-12 06:00:27,28
160,1-337229341,Accepted-In Progress,2012-04-15 01:22:00,2012-04-15,Lars,Org line A2,Major impact,,Sun,2009-12-04 21:10:14,2012-04-15 01:22:21,862
161,1-337229341,Completed-Closed,2012-04-15 01:22:21,2012-04-15,Lars,Org line A2,Major impact,,Sun,2009-12-04 21:10:14,2012-04-15 01:22:21,862
5889,1-701042928,Completed-Closed,2012-04-15 21:58:11,2012-04-15,Ulf,Org line C,Major impact,,Sun,2012-03-22 21:38:52,2012-04-15 21:58:11,24
2707,1-572078531,Accepted-In Progress,2012-04-16 16:44:15,2012-04-16,Gagan,Org line C,Medium impact,,Mon,2011-09-08 19:39:42,2012-04-17 21:08:32,222
6249,1-718973785,Accepted-In Progress,2012-04-16 17:49:05,2012-04-16,Pranesh,Org line C,Medium impact,,Mon,2012-04-16 17:49:05,2012-05-19 01:19:35,32
6250,1-718973785,Queued-Awaiting Assignment,2012-04-16 18:01:35,2012-04-16,Pranesh,Org line C,Medium impact,,Mon,2012-04-16 17:49:05,2012-05-19 01:19:35,32
6246,1-718960811,Accepted-In Progress,2012-04-16 18:17:43,2012-04-16,Per-Olof,Org line C,Medium impact,,Mon,2012-04-16 18:17:43,2012-05-07 23:04:40,21
6247,1-718960811,Accepted-Wait,2012-04-16 18:22:03,2012-04-16,Per-Olof,Org line C,Medium impact,,Mon,2012-04-16 18:17:43,2012-05-07 23:04:40,21
5224,1-682409241,Completed-Closed,2012-04-16 18:50:57,2012-04-16,Kamal,Org line C,Low impact,,Mon,2012-02-19 03:50:31,2012-04-16 18:50:57,57
6251,1-718973785,Accepted-In Progress,2012-04-16 18:51:04,2012-04-16,Venkanna,Org line C,Medium impact,,Mon,2012-04-16 17:49:05,2012-05-19 01:19:35,32
6170,1-710114300,Accepted-In Progress,2012-04-16 19:18:09,2012-04-16,Bruno,Org line C,High impact,,Mon,2012-04-06 19:34:34,2012-05-14 18:27:48,37
6171,1-710114300,Queued-Awaiting Assignment,2012-04-16 19:19:05,2012-04-16,Jonathan,Org line C,High impact,,Mon,2012-04-06 19:34:34,2012-05-14 18:27:48,37
5327,1-687589251,Accepted-In Progress,2012-04-16 19:31:48,2012-04-16,Antony,Org line C,High impact,,Mon,2012-02-24 23:41:30,2012-04-16 19:35:22,51
5328,1-687589251,Completed-Closed,2012-04-16 19:35:22,2012-04-16,Antony,Org line C,High impact,,Mon,2012-02-24 23:41:30,2012-04-16 19:35:22,51
2944,1-578686199,Completed-Closed,2012-04-16 19:49:57,2012-04-16,Antony,Org line C,Medium impact,,Mon,2011-09-28 22:01:35,2012-04-16 19:49:57,200
5016,1-671933304,Completed-Closed,2012-04-16 19:55:25,2012-04-16,Lisbeth,Org line A2,Medium impact,,Mon,2012-02-14 01:50:57,2012-04-16 19:55:25,62
4866,1-659934601,Completed-Closed,2012-04-16 19:56:35,2012-04-16,Lisbeth,Org line A2,Medium impact,,Mon,2012-02-07 17:46:36,2012-04-16 19:56:35,69
5113,1-675758444,Completed-Closed,2012-04-16 19:58:44,2012-04-16,Lisbeth,Org line A2,Medium impact,,Mon,2012-02-16 01:58:48,2012-04-16 19:58:44,60
6181,1-712856449,Completed-Closed,2012-04-16 19:59:43,2012-04-16,Amar,Org line C,Medium impact,,Mon,2012-04-09 16:37:33,2012-04-16 19:59:43,7
5207,1-682262974,Queued-Awaiting Assignment,2012-04-16 20:08:22,2012-04-16,-,Org line C,Major impact,,Mon,2012-02-18 00:31:21,2012-05-07 19:00:32,79
4391,1-638091067,Accepted-In Progress,2012-04-16 20:09:13,2012-04-16,Peter,Org line C,Major impact,,Mon,2012-01-11 04:56:40,2012-04-16 20:09:14,96
4392,1-638091067,Completed-Closed,2012-04-16 20:09:14,2012-04-16,Peter,Org line C,Major impact,,Mon,2012-01-11 04:56:40,2012-04-16 20:09:14,96
6244,1-718958603,Accepted-In Progress,2012-04-16 20:15:04,2012-04-16,Florent,Org line C,Major impact,,Mon,2012-04-16 20:15:04,2012-04-16 20:17:25,0
6245,1-718958603,Completed-Closed,2012-04-16 20:17:25,2012-04-16,Florent,Org line C,Major impact,,Mon,2012-04-16 20:15:04,2012-04-16 20:17:25,0
6081,1-707300171,Accepted-Assigned,2012-04-16 20:50:45,2012-04-16,Hineesh,Org line C,Low impact,,Mon,2012-04-03 03:18:47,2012-05-22 19:32:42,49
6065,1-706982877,Completed-Closed,2012-04-16 21:31:18,2012-04-16,Ewa,Org line G3,High impact,,Mon,2012-04-02 22:36:58,2012-04-16 21:31:18,13
5516,1-693456968,Queued-Awaiting Assignment,2012-04-16 21:33:54,2012-04-16,Marilyn,Org line B,High impact,,Mon,2012-03-06 08:30:17,2012-05-10 12:16:00,65
6254,1-719199254,Accepted-In Progress,2012-04-16 21:57:54,2012-04-16,Harshavardhan,Org line G4,Medium impact,,Mon,2012-04-16 21:57:54,2012-05-17 21:34:01,30
6263,1-719210927,Accepted-In Progress,2012-04-16 22:39:03,2012-04-16,Ewa,Org line G3,Medium impact,,Mon,2012-04-16 22:39:03,2012-04-16 22:47:43,0
6264,1-719210927,Completed-Closed,2012-04-16 22:47:43,2012-04-16,Ewa,Org line G3,Medium impact,,Mon,2012-04-16 22:39:03,2012-04-16 22:47:43,0
4091,1-625322174,Completed-Closed,2012-04-16 22:55:11,2012-04-16,Tom,Org line C,Major impact,,Mon,2011-12-17 21:18:28,2012-04-16 22:55:11,121
5861,1-700498223,Queued-Awaiting Assignment,2012-04-17 01:30:31,2012-04-17,Srinivasan,Org line B,Medium impact,,Tue,2012-03-21 23:35:02,2012-04-25 23:54:28,35
5862,1-700498223,Accepted-In Progress,2012-04-17 01:46:31,2012-04-17,Rijin,Org line B,Medium impact,,Tue,2012-03-21 23:35:02,2012-04-25 23:54:28,35
6265,1-719517578,Accepted-In Progress,2012-04-17 05:37:39,2012-04-17,James,Org line V11,Medium impact,,Tue,2012-04-17 05:37:39,2012-04-24 23:30:27,7
6267,1-719999163,Accepted-In Progress,2012-04-17 15:46:35,2012-04-17,Murali,Org line B,High impact,,Tue,2012-04-17 15:46:35,2012-05-16 13:48:11,28
6269,1-720000146,Accepted-In Progress,2012-04-17 17:01:12,2012-04-17,Charlotte,Org line G4,Medium impact,,Tue,2012-04-17 17:01:12,2012-04-25 23:49:11,8
6270,1-720000146,Queued-Awaiting Assignment,2012-04-17 17:03:17,2012-04-17,Charlotte,Org line G4,Medium impact,,Tue,2012-04-17 17:01:12,2012-04-25 23:49:11,8
6273,1-720041655,Accepted-In Progress,2012-04-17 17:51:27,2012-04-17,Johan,Org line C,Medium impact,,Tue,2012-04-17 17:51:27,2012-04-17 18:38:11,0
6275,1-720069371,Accepted-In Progress,2012-04-17 18:12:34,2012-04-17,Krzysztof,Org line A2,Medium impact,,Tue,2012-04-17 18:12:34,2012-05-14 17:55:22,26
4015,1-623354971,Accepted-In Progress,2012-04-17 18:16:34,2012-04-17,Lisbeth,Org line A2,Medium impact,,Tue,2011-12-14 18:45:16,2012-04-17 18:16:37,124
4016,1-623354971,Completed-Closed,2012-04-17 18:16:37,2012-04-17,Lisbeth,Org line A2,Medium impact,,Tue,2011-12-14 18:45:16,2012-04-17 18:16:37,124
5945,1-703016242,Completed-Closed,2012-04-17 18:26:36,2012-04-17,Claes,Org line C,Low impact,,Tue,2012-03-27 16:18:48,2012-04-17 18:26:36,21
6274,1-720041655,Completed-Closed,2012-04-17 18:38:11,2012-04-17,Johan,Org line C,Medium impact,,Tue,2012-04-17 17:51:27,2012-04-17 18:38:11,0
5970,1-703445951,Completed-Closed,2012-04-17 18:52:33,2012-04-17,Hannele,Org line A2,Low impact,,Tue,2012-03-28 00:31:37,2012-04-17 18:52:33,20
4124,1-626462354,Completed-Closed,2012-04-17 19:02:51,2012-04-17,Karin,Org line A2,Low impact,,Tue,2011-12-20 17:59:29,2012-04-17 19:02:51,119
6282,1-720110557,Accepted-In Progress,2012-04-17 19:19:39,2012-04-17,Ewa,Org line G3,Medium impact,,Tue,2012-04-17 19:19:39,2012-04-17 19:25:37,0
6283,1-720110557,Completed-Closed,2012-04-17 19:25:37,2012-04-17,Ewa,Org line G3,Medium impact,,Tue,2012-04-17 19:19:39,2012-04-17 19:25:37,0
2924,1-578252937,Completed-Closed,2012-04-17 20:36:39,2012-04-17,Lars-Ove,Org line C,Low impact,,Tue,2011-09-27 22:03:45,2012-04-17 20:36:39,202
2708,1-572078531,Completed-Closed,2012-04-17 21:08:32,2012-04-17,Gagan,Org line C,Medium impact,,Tue,2011-09-08 19:39:42,2012-04-17 21:08:32,222
6276,1-720069371,Accepted-Wait,2012-04-17 21:57:02,2012-04-17,Krzysztof,Org line A2,Medium impact,,Tue,2012-04-17 18:12:34,2012-05-14 17:55:22,26
6277,1-720069371,Accepted-In Progress,2012-04-17 23:41:01,2012-04-17,Krzysztof,Org line A2,Medium impact,,Tue,2012-04-17 18:12:34,2012-05-14 17:55:22,26
6284,1-720457477,Accepted-In Progress,2012-04-18 01:06:27,2012-04-18,Daniel,Org line C,Medium impact,,Wed,2012-04-18 01:06:27,2012-05-23 23:39:52,35
6278,1-720069371,Accepted-Wait,2012-04-18 01:23:39,2012-04-18,Krzysztof,Org line A2,Medium impact,,Wed,2012-04-17 18:12:34,2012-05-14 17:55:22,26
6140,1-709552565,Queued-Awaiting Assignment,2012-04-18 01:23:51,2012-04-18,Martin,Org line C,High impact,,Wed,2012-04-05 21:13:51,2012-04-19 18:53:36,13
6141,1-709552565,Accepted-In Progress,2012-04-18 01:51:02,2012-04-18,Michael,Org line C,High impact,,Wed,2012-04-05 21:13:51,2012-04-19 18:53:36,13
5494,1-692055495,Accepted-In Progress,2012-04-18 02:35:41,2012-04-18,Ralph,Org line C,Medium impact,,Wed,2012-03-03 03:15:04,2012-04-19 19:31:58,47
5555,1-693895885,Accepted-In Progress,2012-04-18 05:30:19,2012-04-18,David,Org line G4,High impact,,Wed,2012-03-06 23:08:23,2012-04-18 05:30:21,42
5556,1-693895885,Completed-Closed,2012-04-18 05:30:21,2012-04-18,David,Org line G4,High impact,,Wed,2012-03-06 23:08:23,2012-04-18 05:30:21,42
6082,1-707300171,Queued-Awaiting Assignment,2012-04-18 07:37:25,2012-04-18,Prasad,Org line C,Low impact,,Wed,2012-04-03 03:18:47,2012-05-22 19:32:42,49
6083,1-707300171,Accepted-In Progress,2012-04-18 16:32:42,2012-04-18,Jitender,Org line C,Low impact,,Wed,2012-04-03 03:18:47,2012-05-22 19:32:42,49
6127,1-708716045,Completed-Closed,2012-04-18 17:08:02,2012-04-18,Rickard,Org line G4,Medium impact,,Wed,2012-04-04 21:02:46,2012-04-18 17:08:02,13
5208,1-682262974,Accepted-In Progress,2012-04-18 17:44:36,2012-04-18,-,Org line C,Major impact,,Wed,2012-02-18 00:31:21,2012-05-07 19:00:32,79
1518,1-498002861,Completed-Closed,2012-04-18 17:46:11,2012-04-18,Maria,Org line A2,Medium impact,,Wed,2011-02-16 22:36:35,2012-04-18 17:46:11,426
6286,1-722041657,Accepted-In Progress,2012-04-18 18:19:44,2012-04-18,Venkanna,Org line C,Major impact,,Wed,2012-04-18 18:19:44,2012-04-23 18:52:52,5
6084,1-707300171,Accepted-In Progress,2012-04-18 18:20:11,2012-04-18,Umar,Org line C,Low impact,,Wed,2012-04-03 03:18:47,2012-05-22 19:32:42,49
6288,1-722098557,Accepted-In Progress,2012-04-18 18:38:50,2012-04-18,Karin,Org line C,Medium impact,,Wed,2012-04-18 18:38:50,2012-05-04 21:01:00,16
6290,1-722201158,Accepted-In Progress,2012-04-18 20:16:00,2012-04-18,Andreas,Org line C,Low impact,,Wed,2012-04-18 20:16:00,2012-05-23 22:31:30,35
5796,1-698842669,Completed-Closed,2012-04-18 21:24:24,2012-04-18,Amar,Org line C,Medium impact,,Wed,2012-03-18 18:53:42,2012-04-18 21:24:24,31
6292,1-722334217,Accepted-In Progress,2012-04-18 22:18:03,2012-04-18,Ewa,Org line G3,Medium impact,,Wed,2012-04-18 22:18:03,2012-04-18 22:24:14,0
6293,1-722334217,Completed-Closed,2012-04-18 22:24:14,2012-04-18,Ewa,Org line G3,Medium impact,,Wed,2012-04-18 22:18:03,2012-04-18 22:24:14,0
6294,1-722334434,Accepted-In Progress,2012-04-18 22:25:44,2012-04-18,Ewa,Org line G3,Medium impact,,Wed,2012-04-18 22:25:44,2012-04-18 22:26:55,0
6295,1-722334434,Completed-Closed,2012-04-18 22:26:55,2012-04-18,Ewa,Org line G3,Medium impact,,Wed,2012-04-18 22:25:44,2012-04-18 22:26:55,0
1824,1-519020627,Completed-Closed,2012-04-18 23:18:29,2012-04-18,Gilles,Org line C,Low impact,,Wed,2011-04-20 20:22:30,2012-04-18 23:18:29,364
6217,1-717122893,Accepted-Wait,2012-04-19 01:06:33,2012-04-19,Rafal,Org line A2,Medium impact,,Thu,2012-04-12 23:21:26,2012-05-23 22:25:14,40
4779,1-657063150,Accepted-In Progress,2012-04-19 01:23:29,2012-04-19,Patrik,Org line C,Medium impact,,Thu,2012-02-01 20:40:32,2012-04-19 01:25:08,77
4780,1-657063150,Completed-Closed,2012-04-19 01:25:08,2012-04-19,Patrik,Org line C,Medium impact,,Thu,2012-02-01 20:40:32,2012-04-19 01:25:08,77
6296,1-722674364,Accepted-In Progress,2012-04-19 05:54:43,2012-04-19,Praveen,Org line C,High impact,,Thu,2012-04-19 05:54:43,2012-05-08 18:19:49,19
6297,1-722674364,Queued-Awaiting Assignment,2012-04-19 06:00:28,2012-04-19,Praveen,Org line C,High impact,,Thu,2012-04-19 05:54:43,2012-05-08 18:19:49,19
6298,1-722674364,Accepted-In Progress,2012-04-19 07:21:45,2012-04-19,Abhimanyu,Org line C,High impact,,Thu,2012-04-19 05:54:43,2012-05-08 18:19:49,19
6312,1-722742993,Accepted-In Progress,2012-04-19 07:31:13,2012-04-19,Edward,Org line C,High impact,,Thu,2012-04-19 07:31:13,2012-04-24 00:52:04,4
6299,1-722674364,Queued-Awaiting Assignment,2012-04-19 07:45:24,2012-04-19,Prasad,Org line C,High impact,,Thu,2012-04-19 05:54:43,2012-05-08 18:19:49,19
6308,1-722688743,Accepted-In Progress,2012-04-19 13:54:27,2012-04-19,Anson,Org line A2,Medium impact,,Thu,2012-04-19 13:54:27,2012-05-24 13:31:54,34
6309,1-722688743,Queued-Awaiting Assignment,2012-04-19 15:58:07,2012-04-19,Anson,Org line A2,Medium impact,,Thu,2012-04-19 13:54:27,2012-05-24 13:31:54,34
6300,1-722674364,Queued-Awaiting Assignment,2012-04-19 16:51:30,2012-04-19,Praveen,Org line C,High impact,,Thu,2012-04-19 05:54:43,2012-05-08 18:19:49,19
5354,1-688380091,Accepted-In Progress,2012-04-19 16:51:46,2012-04-19,Britt,Org line A2,Medium impact,,Thu,2012-02-27 16:50:38,2012-05-18 02:05:32,80
5355,1-688380091,Accepted-Wait,2012-04-19 16:54:32,2012-04-19,Britt,Org line A2,Medium impact,,Thu,2012-02-27 16:50:38,2012-05-18 02:05:32,80
5356,1-688380091,Accepted-In Progress,2012-04-19 17:10:47,2012-04-19,Britt,Org line A2,Medium impact,,Thu,2012-02-27 16:50:38,2012-05-18 02:05:32,80
6315,1-726517211,Accepted-In Progress,2012-04-19 17:15:21,2012-04-19,Peter,Org line C,Medium impact,,Thu,2012-04-19 17:15:21,2012-05-09 19:50:05,20
6316,1-726517211,Accepted-In Progress,2012-04-19 17:15:49,2012-04-19,Peter,Org line C,Medium impact,,Thu,2012-04-19 17:15:21,2012-05-09 19:50:05,20
6317,1-726517211,Queued-Awaiting Assignment,2012-04-19 17:16:09,2012-04-19,Peter,Org line C,Medium impact,,Thu,2012-04-19 17:15:21,2012-05-09 19:50:05,20
6318,1-726517211,Accepted-In Progress,2012-04-19 17:16:24,2012-04-19,Peter,Org line C,Medium impact,,Thu,2012-04-19 17:15:21,2012-05-09 19:50:05,20
5357,1-688380091,Accepted-Wait,2012-04-19 17:17:17,2012-04-19,Britt,Org line A2,Medium impact,,Thu,2012-02-27 16:50:38,2012-05-18 02:05:32,80
6319,1-726517211,Queued-Awaiting Assignment,2012-04-19 17:18:34,2012-04-19,Peter,Org line C,Medium impact,,Thu,2012-04-19 17:15:21,2012-05-09 19:50:05,20
95,1-323462732,Accepted-In Progress,2012-04-19 18:01:14,2012-04-19,TulasiPrasad,Org line A2,High impact,,Thu,2009-09-23 19:52:27,2012-04-19 18:01:38,938
96,1-323462732,Completed-Closed,2012-04-19 18:01:38,2012-04-19,TulasiPrasad,Org line A2,High impact,,Thu,2009-09-23 19:52:27,2012-04-19 18:01:38,938
6204,1-715860062,Completed-Closed,2012-04-19 18:02:37,2012-04-19,Ola,Org line A2,Medium impact,,Thu,2012-04-11 01:46:49,2012-04-19 18:02:37,8
6279,1-720069371,Accepted-In Progress,2012-04-19 18:11:58,2012-04-19,Krzysztof,Org line A2,Medium impact,,Thu,2012-04-17 18:12:34,2012-05-14 17:55:22,26
6142,1-709552565,Completed-Closed,2012-04-19 18:53:36,2012-04-19,Michael,Org line C,High impact,,Thu,2012-04-05 21:13:51,2012-04-19 18:53:36,13
4010,1-623152702,Completed-Closed,2012-04-19 19:09:47,2012-04-19,Åsa,Org line A2,High impact,,Thu,2011-12-14 03:51:50,2012-04-19 19:09:47,127
5418,1-690249637,Completed-Closed,2012-04-19 19:16:08,2012-04-19,Noriaki,Org line C,Low impact,,Thu,2012-02-29 18:55:26,2012-04-19 19:16:08,50
5495,1-692055495,Completed-Closed,2012-04-19 19:31:58,2012-04-19,Ralph,Org line C,Medium impact,,Thu,2012-03-03 03:15:04,2012-04-19 19:31:58,47
6243,1-718132104,Completed-Closed,2012-04-19 20:58:02,2012-04-19,Murali,Org line B,Medium impact,,Thu,2012-04-14 01:58:57,2012-04-19 20:58:02,5
6324,1-726760342,Accepted-In Progress,2012-04-19 21:36:37,2012-04-19,Lars,Org line C,Low impact,,Thu,2012-04-19 21:36:37,2012-05-24 19:41:39,34
6325,1-726760342,Accepted-Wait,2012-04-19 21:37:20,2012-04-19,Lars,Org line C,Low impact,,Thu,2012-04-19 21:36:37,2012-05-24 19:41:39,34
6280,1-720069371,Accepted-Wait,2012-04-19 21:50:15,2012-04-19,Krzysztof,Org line A2,Medium impact,,Thu,2012-04-17 18:12:34,2012-05-14 17:55:22,26
4148,1-627163101,Accepted-In Progress,2012-04-19 22:28:17,2012-04-19,Bruno,Org line C,Major impact,,Thu,2011-12-21 16:14:19,2012-05-09 18:32:27,140
6327,1-726808501,Accepted-In Progress,2012-04-19 22:31:06,2012-04-19,Miroslaw,Org line A2,Medium impact,,Thu,2012-04-19 22:31:06,2012-05-24 00:56:52,34
5061,1-673224718,Accepted-Wait,2012-04-19 22:42:59,2012-04-19,Björn,Org line C,Medium impact,,Thu,2012-02-14 21:50:22,2012-05-15 00:40:59,90
6114,1-708131711,Accepted-In Progress,2012-04-19 23:08:58,2012-04-19,Radha,Org line C,High impact,,Thu,2012-04-04 06:31:32,2012-05-09 21:56:57,35
6115,1-708131711,Accepted-Assigned,2012-04-19 23:09:15,2012-04-19,Santosh,Org line C,High impact,,Thu,2012-04-04 06:31:32,2012-05-09 21:56:57,35
2301,1-540631861,Completed-Closed,2012-04-19 23:42:22,2012-04-19,Ashwin,Org line C,Low impact,,Thu,2011-07-12 10:25:20,2012-04-19 23:42:22,282
4183,1-628078553,Completed-Closed,2012-04-20 01:42:44,2012-04-20,Vikrant,Org line A2,Medium impact,,Fri,2011-12-22 22:59:52,2012-04-20 01:42:44,119
6313,1-722742993,Accepted-Wait,2012-04-20 03:51:03,2012-04-20,Edward,Org line C,High impact,,Fri,2012-04-19 07:31:13,2012-04-24 00:52:04,4
5050,1-673056371,Completed-Closed,2012-04-20 04:09:38,2012-04-20,Torbjörn,Org line G4,Medium impact,,Fri,2012-02-14 18:06:50,2012-04-20 04:09:38,65
5444,1-690926911,Completed-Closed,2012-04-20 04:12:12,2012-04-20,Torbjörn,Org line G4,Medium impact,,Fri,2012-03-01 22:44:24,2012-04-20 04:12:12,49
5863,1-700498223,Accepted-In Progress,2012-04-20 17:01:18,2012-04-20,Mikael,Org line A2,Medium impact,,Fri,2012-03-21 23:35:02,2012-04-25 23:54:28,35
5864,1-700498223,Queued-Awaiting Assignment,2012-04-20 17:03:26,2012-04-20,Srinivasan,Org line B,Medium impact,,Fri,2012-03-21 23:35:02,2012-04-25 23:54:28,35
3887,1-620430705,Completed-Closed,2012-04-20 17:19:39,2012-04-20,Per,Org line A2,Medium impact,,Fri,2011-12-07 17:17:12,2012-04-20 17:19:39,135
3251,1-594693527,Completed-Closed,2012-04-20 17:21:40,2012-04-20,Per,Org line A2,Medium impact,,Fri,2011-10-25 23:30:47,2012-04-20 17:21:40,177
4098,1-625628532,Completed-Closed,2012-04-20 17:23:30,2012-04-20,Per,Org line A2,Medium impact,,Fri,2011-12-19 18:09:42,2012-04-20 17:23:30,122
5865,1-700498223,Accepted-In Progress,2012-04-20 18:00:46,2012-04-20,Rijin,Org line B,Medium impact,,Fri,2012-03-21 23:35:02,2012-04-25 23:54:28,35
5866,1-700498223,Accepted-Wait,2012-04-20 19:05:03,2012-04-20,Rijin,Org line B,Medium impact,,Fri,2012-03-21 23:35:02,2012-04-25 23:54:28,35
1829,1-519054737,Completed-Closed,2012-04-20 19:41:33,2012-04-20,Erik,Org line C,Medium impact,,Fri,2011-04-20 22:59:00,2012-04-20 19:41:33,365
3234,1-593933571,Completed-Closed,2012-04-20 21:01:39,2012-04-20,Rainer,Org line V5,High impact,,Fri,2011-10-25 01:58:48,2012-04-20 21:01:39,178
