,case_id,activity,timestamp,date,resource,group,ct,at,tt,case_start,case_end,case_duration_days
7279,case-8905,Confirmation of receipt - complete,2011-08-01 23:20:40.408,2011-08-01,Resource02,Group 1,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-08-01 23:20:40.408,2011-08-01 23:24:23.013,0
7280,case-8905,T02 Check confirmation of receipt - complete,2011-08-01 23:21:05.210,2011-08-01,Resource02,Group 4,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-08-01 23:20:40.408,2011-08-01 23:24:23.013,0
7281,case-8905,T04 Determine confirmation of receipt - complete,2011-08-01 23:21:22.927,2011-08-01,Resource02,Group 3,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-08-01 23:20:40.408,2011-08-01 23:24:23.013,0
7282,case-8905,T05 Print and send confirmation of receipt - complete,2011-08-01 23:21:42.340,2011-08-01,Resource02,Group 2,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-08-01 23:20:40.408,2011-08-01 23:24:23.013,0
7283,case-8905,T06 Determine necessity of stop advice - complete,2011-08-01 23:23:51.774,2011-08-01,Resource02,Group 1,channel:Internet,t06 determine necessity of stop advice,1-Mon,2011-08-01 23:20:40.408,2011-08-01 23:24:23.013,0
7284,case-8905,T10 Determine necessity to stop indication - complete,2011-08-01 23:24:23.013,2011-08-01,Resource02,Group 1,channel:Internet,t10 determine necessity to stop indication,1-Mon,2011-08-01 23:20:40.408,2011-08-01 23:24:23.013,0
7344,case-8954,Confirmation of receipt - complete,2011-08-04 19:33:25.033,2011-08-04,Resource04,Group 1,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-04 19:33:25.033,2011-08-04 19:35:01.839,0
7345,case-8954,T02 Check confirmation of receipt - complete,2011-08-04 19:33:47.076,2011-08-04,Resource04,Group 4,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-04 19:33:25.033,2011-08-04 19:35:01.839,0
7346,case-8954,T04 Determine confirmation of receipt - complete,2011-08-04 19:34:05.872,2011-08-04,Resource04,Group 3,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-04 19:33:25.033,2011-08-04 19:35:01.839,0
7347,case-8954,T05 Print and send confirmation of receipt - complete,2011-08-04 19:34:24.912,2011-08-04,Resource04,Group 2,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-04 19:33:25.033,2011-08-04 19:35:01.839,0
7348,case-8954,T06 Determine necessity of stop advice - complete,2011-08-04 19:34:42.221,2011-08-04,Resource04,Group 1,channel:Internet,t06 determine necessity of stop advice,4-Thu,2011-08-04 19:33:25.033,2011-08-04 19:35:01.839,0
7349,case-8954,T10 Determine necessity to stop indication - complete,2011-08-04 19:35:01.839,2011-08-04,Resource04,Group 1,channel:Internet,t10 determine necessity to stop indication,4-Thu,2011-08-04 19:33:25.033,2011-08-04 19:35:01.839,0
7350,case-8958,Confirmation of receipt - complete,2011-08-09 18:11:55.902,2011-08-09,Resource14,Group 1,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-08-09 18:11:55.902,2011-08-09 18:43:50.060,0
7351,case-8958,T02 Check confirmation of receipt - complete,2011-08-09 18:12:36.770,2011-08-09,Resource14,Group 4,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-08-09 18:11:55.902,2011-08-09 18:43:50.060,0
7352,case-8958,T04 Determine confirmation of receipt - complete,2011-08-09 18:12:56.494,2011-08-09,Resource14,Group 3,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-08-09 18:11:55.902,2011-08-09 18:43:50.060,0
7353,case-8958,T05 Print and send confirmation of receipt - complete,2011-08-09 18:13:22.672,2011-08-09,Resource14,Group 2,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-08-09 18:11:55.902,2011-08-09 18:43:50.060,0
7354,case-8958,T06 Determine necessity of stop advice - complete,2011-08-09 18:41:14.999,2011-08-09,Resource14,Group 1,channel:Internet,t06 determine necessity of stop advice,2-Tue,2011-08-09 18:11:55.902,2011-08-09 18:43:50.060,0
7355,case-8958,T10 Determine necessity to stop indication - complete,2011-08-09 18:43:50.060,2011-08-09,Resource14,Group 1,channel:Internet,t10 determine necessity to stop indication,2-Tue,2011-08-09 18:11:55.902,2011-08-09 18:43:50.060,0
7417,case-8993,Confirmation of receipt - complete,2011-08-10 16:46:13.009,2011-08-10,Resource06,Group 1,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-08-10 16:46:13.009,2011-08-10 17:03:28.778,0
7418,case-8993,T02 Check confirmation of receipt - complete,2011-08-10 16:46:40.893,2011-08-10,Resource06,Group 4,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-08-10 16:46:13.009,2011-08-10 17:03:28.778,0
7419,case-8993,T04 Determine confirmation of receipt - complete,2011-08-10 16:47:00.406,2011-08-10,Resource06,Group 3,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-08-10 16:46:13.009,2011-08-10 17:03:28.778,0
7420,case-8993,T05 Print and send confirmation of receipt - complete,2011-08-10 16:47:21.444,2011-08-10,Resource06,Group 2,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-08-10 16:46:13.009,2011-08-10 17:03:28.778,0
7421,case-8993,T06 Determine necessity of stop advice - complete,2011-08-10 16:47:37.307,2011-08-10,Resource06,Group 1,channel:Internet,t06 determine necessity of stop advice,3-Wed,2011-08-10 16:46:13.009,2011-08-10 17:03:28.778,0
7422,case-8993,T10 Determine necessity to stop indication - complete,2011-08-10 17:03:28.778,2011-08-10,Resource06,Group 1,channel:Internet,t10 determine necessity to stop indication,3-Wed,2011-08-10 16:46:13.009,2011-08-10 17:03:28.778,0
7356,case-8959,Confirmation of receipt - complete,2011-08-10 22:16:59.274,2011-08-10,Resource01,Group 1,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-08-10 22:16:59.274,2011-08-10 22:19:57.555,0
7357,case-8959,T02 Check confirmation of receipt - complete,2011-08-10 22:17:22.152,2011-08-10,Resource01,Group 4,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-08-10 22:16:59.274,2011-08-10 22:19:57.555,0
7358,case-8959,T04 Determine confirmation of receipt - complete,2011-08-10 22:17:50.313,2011-08-10,Resource01,Group 3,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-08-10 22:16:59.274,2011-08-10 22:19:57.555,0
7359,case-8959,T05 Print and send confirmation of receipt - complete,2011-08-10 22:18:35.008,2011-08-10,Resource01,Group 2,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-08-10 22:16:59.274,2011-08-10 22:19:57.555,0
7360,case-8959,T06 Determine necessity of stop advice - complete,2011-08-10 22:19:30.470,2011-08-10,Resource01,Group 1,channel:Internet,t06 determine necessity of stop advice,3-Wed,2011-08-10 22:16:59.274,2011-08-10 22:19:57.555,0
7361,case-8959,T10 Determine necessity to stop indication - complete,2011-08-10 22:19:57.555,2011-08-10,Resource01,Group 1,channel:Internet,t10 determine necessity to stop indication,3-Wed,2011-08-10 22:16:59.274,2011-08-10 22:19:57.555,0
7338,case-8936,Confirmation of receipt - complete,2011-08-10 23:03:16.600,2011-08-10,Resource02,Group 1,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-08-10 23:03:16.600,2011-08-10 23:23:58.423,0
7339,case-8936,T02 Check confirmation of receipt - complete,2011-08-10 23:03:43.965,2011-08-10,Resource02,Group 4,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-08-10 23:03:16.600,2011-08-10 23:23:58.423,0
7340,case-8936,T04 Determine confirmation of receipt - complete,2011-08-10 23:04:03.653,2011-08-10,Resource02,Group 3,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-08-10 23:03:16.600,2011-08-10 23:23:58.423,0
7341,case-8936,T05 Print and send confirmation of receipt - complete,2011-08-10 23:04:22.437,2011-08-10,Resource02,Group 2,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-08-10 23:03:16.600,2011-08-10 23:23:58.423,0
7342,case-8936,T06 Determine necessity of stop advice - complete,2011-08-10 23:04:39.823,2011-08-10,Resource02,Group 1,channel:Internet,t06 determine necessity of stop advice,3-Wed,2011-08-10 23:03:16.600,2011-08-10 23:23:58.423,0
7343,case-8936,T10 Determine necessity to stop indication - complete,2011-08-10 23:23:58.423,2011-08-10,Resource02,Group 1,channel:Internet,t10 determine necessity to stop indication,3-Wed,2011-08-10 23:03:16.600,2011-08-10 23:23:58.423,0
7362,case-8962,Confirmation of receipt - complete,2011-08-10 23:32:50.308,2011-08-10,Resource01,Group 1,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-08-10 23:32:50.308,2011-08-10 23:36:05.724,0
7363,case-8962,T02 Check confirmation of receipt - complete,2011-08-10 23:33:35.557,2011-08-10,Resource01,Group 4,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-08-10 23:32:50.308,2011-08-10 23:36:05.724,0
7364,case-8962,T04 Determine confirmation of receipt - complete,2011-08-10 23:34:56.533,2011-08-10,Resource01,Group 3,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-08-10 23:32:50.308,2011-08-10 23:36:05.724,0
7365,case-8962,T05 Print and send confirmation of receipt - complete,2011-08-10 23:35:20.702,2011-08-10,Resource01,Group 2,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-08-10 23:32:50.308,2011-08-10 23:36:05.724,0
7366,case-8962,T06 Determine necessity of stop advice - complete,2011-08-10 23:35:35.913,2011-08-10,Resource01,Group 1,channel:Internet,t06 determine necessity of stop advice,3-Wed,2011-08-10 23:32:50.308,2011-08-10 23:36:05.724,0
7367,case-8962,T10 Determine necessity to stop indication - complete,2011-08-10 23:36:05.724,2011-08-10,Resource01,Group 1,channel:Internet,t10 determine necessity to stop indication,3-Wed,2011-08-10 23:32:50.308,2011-08-10 23:36:05.724,0
7368,case-8964,Confirmation of receipt - complete,2011-08-11 17:17:34.597,2011-08-11,Resource01,Group 1,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-11 17:17:34.597,2011-08-11 17:19:23.985,0
7369,case-8964,T02 Check confirmation of receipt - complete,2011-08-11 17:17:57.894,2011-08-11,Resource01,Group 4,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-11 17:17:34.597,2011-08-11 17:19:23.985,0
7370,case-8964,T04 Determine confirmation of receipt - complete,2011-08-11 17:18:25.057,2011-08-11,Resource01,Group 3,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-11 17:17:34.597,2011-08-11 17:19:23.985,0
7371,case-8964,T05 Print and send confirmation of receipt - complete,2011-08-11 17:18:44.028,2011-08-11,Resource01,Group 2,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-11 17:17:34.597,2011-08-11 17:19:23.985,0
7372,case-8964,T06 Determine necessity of stop advice - complete,2011-08-11 17:19:04.671,2011-08-11,Resource01,Group 1,channel:Internet,t06 determine necessity of stop advice,4-Thu,2011-08-11 17:17:34.597,2011-08-11 17:19:23.985,0
7423,case-8998,Confirmation of receipt - complete,2011-08-11 17:19:07.312,2011-08-11,Resource14,Group 1,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-11 17:19:07.312,2011-08-11 18:20:33.780,0
7373,case-8964,T10 Determine necessity to stop indication - complete,2011-08-11 17:19:23.985,2011-08-11,Resource01,Group 1,channel:Internet,t10 determine necessity to stop indication,4-Thu,2011-08-11 17:17:34.597,2011-08-11 17:19:23.985,0
7424,case-8998,T02 Check confirmation of receipt - complete,2011-08-11 17:19:37.957,2011-08-11,Resource14,Group 4,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-11 17:19:07.312,2011-08-11 18:20:33.780,0
7425,case-8998,T04 Determine confirmation of receipt - complete,2011-08-11 17:20:17.986,2011-08-11,Resource14,Group 3,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-11 17:19:07.312,2011-08-11 18:20:33.780,0
7426,case-8998,T05 Print and send confirmation of receipt - complete,2011-08-11 17:20:42.982,2011-08-11,Resource14,Group 2,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-11 17:19:07.312,2011-08-11 18:20:33.780,0
7332,case-8934,Confirmation of receipt - complete,2011-08-11 17:25:50.571,2011-08-11,Resource05,Group 1,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-11 17:25:50.571,2011-08-11 17:28:37.415,0
7333,case-8934,T06 Determine necessity of stop advice - complete,2011-08-11 17:26:19.437,2011-08-11,Resource05,Group 1,channel:Internet,t06 determine necessity of stop advice,4-Thu,2011-08-11 17:25:50.571,2011-08-11 17:28:37.415,0
7334,case-8934,T02 Check confirmation of receipt - complete,2011-08-11 17:26:42.058,2011-08-11,Resource05,Group 4,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-11 17:25:50.571,2011-08-11 17:28:37.415,0
7335,case-8934,T04 Determine confirmation of receipt - complete,2011-08-11 17:27:01.459,2011-08-11,Resource05,Group 3,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-11 17:25:50.571,2011-08-11 17:28:37.415,0
7336,case-8934,T05 Print and send confirmation of receipt - complete,2011-08-11 17:27:41.372,2011-08-11,Resource05,Group 2,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-11 17:25:50.571,2011-08-11 17:28:37.415,0
7337,case-8934,T10 Determine necessity to stop indication - complete,2011-08-11 17:28:37.415,2011-08-11,Resource05,Group 1,channel:Internet,t10 determine necessity to stop indication,4-Thu,2011-08-11 17:25:50.571,2011-08-11 17:28:37.415,0
7427,case-8998,T06 Determine necessity of stop advice - complete,2011-08-11 18:19:57.784,2011-08-11,Resource14,Group 1,channel:Internet,t06 determine necessity of stop advice,4-Thu,2011-08-11 17:19:07.312,2011-08-11 18:20:33.780,0
7428,case-8998,T10 Determine necessity to stop indication - complete,2011-08-11 18:20:33.780,2011-08-11,Resource14,Group 1,channel:Internet,t10 determine necessity to stop indication,4-Thu,2011-08-11 17:19:07.312,2011-08-11 18:20:33.780,0
7331,case-8932,Confirmation of receipt - complete,2011-08-15 17:04:12.097,2011-08-15,admin2,Group 1,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-08-15 17:04:12.097,2011-08-15 17:04:12.097,0
7374,case-8967,Confirmation of receipt - complete,2011-08-15 22:47:45.427,2011-08-15,Resource04,Group 1,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-08-15 22:47:45.427,2011-08-15 23:00:39.031,0
7375,case-8967,T02 Check confirmation of receipt - complete,2011-08-15 22:48:15.319,2011-08-15,Resource04,Group 4,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-08-15 22:47:45.427,2011-08-15 23:00:39.031,0
7376,case-8967,T04 Determine confirmation of receipt - complete,2011-08-15 22:48:41.486,2011-08-15,Resource04,Group 3,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-08-15 22:47:45.427,2011-08-15 23:00:39.031,0
7377,case-8967,T05 Print and send confirmation of receipt - complete,2011-08-15 22:49:07.100,2011-08-15,Resource04,Group 2,channel:Internet,t01--t05 confirm receipt,1-Mon,2011-08-15 22:47:45.427,2011-08-15 23:00:39.031,0
7378,case-8967,T06 Determine necessity of stop advice - complete,2011-08-15 22:59:03.928,2011-08-15,Resource04,Group 1,channel:Internet,t06 determine necessity of stop advice,1-Mon,2011-08-15 22:47:45.427,2011-08-15 23:00:39.031,0
7379,case-8967,T10 Determine necessity to stop indication - complete,2011-08-15 23:00:39.031,2011-08-15,Resource04,Group 1,channel:Internet,t10 determine necessity to stop indication,1-Mon,2011-08-15 22:47:45.427,2011-08-15 23:00:39.031,0
7429,case-9004,Confirmation of receipt - complete,2011-08-16 19:14:52.974,2011-08-16,Resource14,Group 1,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-08-16 19:14:52.974,2011-08-16 19:55:04.023,0
7430,case-9004,T02 Check confirmation of receipt - complete,2011-08-16 19:15:20.107,2011-08-16,Resource14,Group 4,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-08-16 19:14:52.974,2011-08-16 19:55:04.023,0
7431,case-9004,T04 Determine confirmation of receipt - complete,2011-08-16 19:16:26.667,2011-08-16,Resource14,Group 3,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-08-16 19:14:52.974,2011-08-16 19:55:04.023,0
7432,case-9004,T05 Print and send confirmation of receipt - complete,2011-08-16 19:16:48.761,2011-08-16,Resource14,Group 2,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-08-16 19:14:52.974,2011-08-16 19:55:04.023,0
7433,case-9004,T06 Determine necessity of stop advice - complete,2011-08-16 19:54:43.404,2011-08-16,Resource14,Group 1,channel:Internet,t06 determine necessity of stop advice,2-Tue,2011-08-16 19:14:52.974,2011-08-16 19:55:04.023,0
7434,case-9004,T10 Determine necessity to stop indication - complete,2011-08-16 19:55:04.023,2011-08-16,Resource14,Group 1,channel:Internet,t10 determine necessity to stop indication,2-Tue,2011-08-16 19:14:52.974,2011-08-16 19:55:04.023,0
7489,case-9067,Confirmation of receipt - complete,2011-08-16 22:19:21.654,2011-08-16,Resource02,Group 1,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-08-16 22:19:21.654,2011-08-16 22:25:49.705,0
7490,case-9067,T06 Determine necessity of stop advice - complete,2011-08-16 22:23:14.460,2011-08-16,Resource02,Group 1,channel:Internet,t06 determine necessity of stop advice,2-Tue,2011-08-16 22:19:21.654,2011-08-16 22:25:49.705,0
7491,case-9067,T02 Check confirmation of receipt - complete,2011-08-16 22:24:10.993,2011-08-16,Resource02,Group 4,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-08-16 22:19:21.654,2011-08-16 22:25:49.705,0
7492,case-9067,T04 Determine confirmation of receipt - complete,2011-08-16 22:24:29.432,2011-08-16,Resource02,Group 3,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-08-16 22:19:21.654,2011-08-16 22:25:49.705,0
7493,case-9067,T05 Print and send confirmation of receipt - complete,2011-08-16 22:24:56.869,2011-08-16,Resource02,Group 2,channel:Internet,t01--t05 confirm receipt,2-Tue,2011-08-16 22:19:21.654,2011-08-16 22:25:49.705,0
7494,case-9067,T10 Determine necessity to stop indication - complete,2011-08-16 22:25:49.705,2011-08-16,Resource02,Group 1,channel:Internet,t10 determine necessity to stop indication,2-Tue,2011-08-16 22:19:21.654,2011-08-16 22:25:49.705,0
7501,case-9075,Confirmation of receipt - complete,2011-08-17 18:24:11.767,2011-08-17,Resource21,Group 1,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-08-17 18:24:11.767,2011-08-17 18:31:14.091,0
7502,case-9075,T02 Check confirmation of receipt - complete,2011-08-17 18:24:55.081,2011-08-17,Resource21,Group 4,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-08-17 18:24:11.767,2011-08-17 18:31:14.091,0
7503,case-9075,T04 Determine confirmation of receipt - complete,2011-08-17 18:26:55.924,2011-08-17,Resource21,Group 3,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-08-17 18:24:11.767,2011-08-17 18:31:14.091,0
7504,case-9075,T05 Print and send confirmation of receipt - complete,2011-08-17 18:27:44.542,2011-08-17,Resource21,Group 2,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-08-17 18:24:11.767,2011-08-17 18:31:14.091,0
7505,case-9075,T06 Determine necessity of stop advice - complete,2011-08-17 18:29:21.115,2011-08-17,Resource21,Group 1,channel:Internet,t06 determine necessity of stop advice,3-Wed,2011-08-17 18:24:11.767,2011-08-17 18:31:14.091,0
7506,case-9075,T10 Determine necessity to stop indication - complete,2011-08-17 18:31:14.091,2011-08-17,Resource21,Group 1,channel:Internet,t10 determine necessity to stop indication,3-Wed,2011-08-17 18:24:11.767,2011-08-17 18:31:14.091,0
7526,case-9089,Confirmation of receipt - complete,2011-08-17 20:27:44.527,2011-08-17,admin2,Group 1,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-08-17 20:27:44.527,2011-08-17 20:27:44.527,0
7477,case-9033,Confirmation of receipt - complete,2011-08-17 22:17:51.542,2011-08-17,Resource02,Group 1,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-08-17 22:17:51.542,2011-08-17 22:20:11.341,0
7478,case-9033,T02 Check confirmation of receipt - complete,2011-08-17 22:18:20.560,2011-08-17,Resource02,Group 4,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-08-17 22:17:51.542,2011-08-17 22:20:11.341,0
7479,case-9033,T04 Determine confirmation of receipt - complete,2011-08-17 22:18:37.866,2011-08-17,Resource02,Group 3,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-08-17 22:17:51.542,2011-08-17 22:20:11.341,0
7480,case-9033,T05 Print and send confirmation of receipt - complete,2011-08-17 22:19:01.768,2011-08-17,Resource02,Group 2,channel:Internet,t01--t05 confirm receipt,3-Wed,2011-08-17 22:17:51.542,2011-08-17 22:20:11.341,0
7481,case-9033,T06 Determine necessity of stop advice - complete,2011-08-17 22:19:46.790,2011-08-17,Resource02,Group 1,channel:Internet,t06 determine necessity of stop advice,3-Wed,2011-08-17 22:17:51.542,2011-08-17 22:20:11.341,0
7482,case-9033,T10 Determine necessity to stop indication - complete,2011-08-17 22:20:11.341,2011-08-17,Resource02,Group 1,channel:Internet,t10 determine necessity to stop indication,3-Wed,2011-08-17 22:17:51.542,2011-08-17 22:20:11.341,0
7465,case-9026,Confirmation of receipt - complete,2011-08-18 00:18:25.744,2011-08-18,Resource04,Group 1,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-18 00:18:25.744,2011-08-18 00:20:03.740,0
7466,case-9026,T02 Check confirmation of receipt - complete,2011-08-18 00:18:44.870,2011-08-18,Resource04,Group 4,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-18 00:18:25.744,2011-08-18 00:20:03.740,0
7467,case-9026,T04 Determine confirmation of receipt - complete,2011-08-18 00:19:03.116,2011-08-18,Resource04,Group 3,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-18 00:18:25.744,2011-08-18 00:20:03.740,0
7468,case-9026,T05 Print and send confirmation of receipt - complete,2011-08-18 00:19:26.677,2011-08-18,Resource04,Group 2,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-18 00:18:25.744,2011-08-18 00:20:03.740,0
7469,case-9026,T06 Determine necessity of stop advice - complete,2011-08-18 00:19:43.773,2011-08-18,Resource04,Group 1,channel:Internet,t06 determine necessity of stop advice,4-Thu,2011-08-18 00:18:25.744,2011-08-18 00:20:03.740,0
7470,case-9026,T10 Determine necessity to stop indication - complete,2011-08-18 00:20:03.740,2011-08-18,Resource04,Group 1,channel:Internet,t10 determine necessity to stop indication,4-Thu,2011-08-18 00:18:25.744,2011-08-18 00:20:03.740,0
7435,case-9011,Confirmation of receipt - complete,2011-08-18 17:03:47.712,2011-08-18,Resource02,Group 1,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-18 17:03:47.712,2011-08-18 21:46:17.085,0
7436,case-9011,T02 Check confirmation of receipt - complete,2011-08-18 17:04:10.566,2011-08-18,Resource02,Group 4,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-18 17:03:47.712,2011-08-18 21:46:17.085,0
7437,case-9011,T04 Determine confirmation of receipt - complete,2011-08-18 17:04:46.787,2011-08-18,Resource02,Group 3,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-18 17:03:47.712,2011-08-18 21:46:17.085,0
7438,case-9011,T05 Print and send confirmation of receipt - complete,2011-08-18 17:05:12.176,2011-08-18,Resource02,Group 2,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-18 17:03:47.712,2011-08-18 21:46:17.085,0
7439,case-9011,T06 Determine necessity of stop advice - complete,2011-08-18 17:06:46.928,2011-08-18,Resource02,Group 1,channel:Internet,t06 determine necessity of stop advice,4-Thu,2011-08-18 17:03:47.712,2011-08-18 21:46:17.085,0
7483,case-9040,Confirmation of receipt - complete,2011-08-18 18:44:35.702,2011-08-18,Resource01,Group 1,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-18 18:44:35.702,2011-08-18 18:46:03.198,0
7484,case-9040,T02 Check confirmation of receipt - complete,2011-08-18 18:44:54.597,2011-08-18,Resource01,Group 4,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-18 18:44:35.702,2011-08-18 18:46:03.198,0
7485,case-9040,T04 Determine confirmation of receipt - complete,2011-08-18 18:45:10.506,2011-08-18,Resource01,Group 3,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-18 18:44:35.702,2011-08-18 18:46:03.198,0
7486,case-9040,T05 Print and send confirmation of receipt - complete,2011-08-18 18:45:26.949,2011-08-18,Resource01,Group 2,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-18 18:44:35.702,2011-08-18 18:46:03.198,0
7487,case-9040,T06 Determine necessity of stop advice - complete,2011-08-18 18:45:46.626,2011-08-18,Resource01,Group 1,channel:Internet,t06 determine necessity of stop advice,4-Thu,2011-08-18 18:44:35.702,2011-08-18 18:46:03.198,0
7488,case-9040,T10 Determine necessity to stop indication - complete,2011-08-18 18:46:03.198,2011-08-18,Resource01,Group 1,channel:Internet,t10 determine necessity to stop indication,4-Thu,2011-08-18 18:44:35.702,2011-08-18 18:46:03.198,0
7440,case-9011,T10 Determine necessity to stop indication - complete,2011-08-18 21:46:17.085,2011-08-18,Resource02,Group 1,channel:Internet,t10 determine necessity to stop indication,4-Thu,2011-08-18 17:03:47.712,2011-08-18 21:46:17.085,0
7495,case-9072,Confirmation of receipt - complete,2011-08-18 23:38:25.593,2011-08-18,Resource04,Group 1,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-18 23:38:25.593,2011-08-19 19:36:44.756,0
7496,case-9072,T02 Check confirmation of receipt - complete,2011-08-18 23:41:33.072,2011-08-18,Resource04,Group 4,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-18 23:38:25.593,2011-08-19 19:36:44.756,0
7497,case-9072,T04 Determine confirmation of receipt - complete,2011-08-18 23:42:15.810,2011-08-18,Resource04,Group 3,channel:Internet,t01--t05 confirm receipt,4-Thu,2011-08-18 23:38:25.593,2011-08-19 19:36:44.756,0
7498,case-9072,T05 Print and send confirmation of receipt - complete,2011-08-19 19:16:56.979,2011-08-19,Resource04,Group 2,channel:Internet,t01--t05 confirm receipt,5-Fri,2011-08-18 23:38:25.593,2011-08-19 19:36:44.756,0
7499,case-9072,T06 Determine necessity of stop advice - complete,2011-08-19 19:36:16.497,2011-08-19,Resource04,Group 1,channel:Internet,t06 determine necessity of stop advice,5-Fri,2011-08-18 23:38:25.593,2011-08-19 19:36:44.756,0
7500,case-9072,T10 Determine necessity to stop indication - complete,2011-08-19 19:36:44.756,2011-08-19,Resource04,Group 1,channel:Internet,t10 determine necessity to stop indication,5-Fri,2011-08-18 23:38:25.593,2011-08-19 19:36:44.756,0
7459,case-9016,Confirmation of receipt - complete,2011-08-19 20:18:13.372,2011-08-19,Resource06,Group 1,channel:Internet,t01--t05 confirm receipt,5-Fri,2011-08-19 20:18:13.372,2011-08-19 20:27:00.508,0
7460,case-9016,T02 Check confirmation of receipt - complete,2011-08-19 20:18:38.854,2011-08-19,Resource06,Group 4,channel:Internet,t01--t05 confirm receipt,5-Fri,2011-08-19 20:18:13.372,2011-08-19 20:27:00.508,0
7461,case-9016,T04 Determine confirmation of receipt - complete,2011-08-19 20:19:20.102,2011-08-19,Resource06,Group 3,channel:Internet,t01--t05 confirm receipt,5-Fri,2011-08-19 20:18:13.372,2011-08-19 20:27:00.508,0
7462,case-9016,T05 Print and send confirmation of receipt - complete,2011-08-19 20:20:14.379,2011-08-19,Resource06,Group 2,channel:Internet,t01--t05 confirm receipt,5-Fri,2011-08-19 20:18:13.372,2011-08-19 20:27:00.508,0
